LAMBDA,mag,u,g,r,i,z,Y,atm
7723,0,0,0,0,0.472508663,0,0,0.9422342
7724,0,0,0,0,0.472477696,0,0,0.94223837
7725,0,0,0,0,0.472446422,0,0,0.942242539
7726,0,0,0,0,0.472414862,0,0,0.942246707
7727,0,0,0,0,0.472383043,0,0,0.942250874
7728,0,0,0,0,0.472350996,0,0,0.942255039
7729,0,0,0,0,0.472318756,0,0,0.942259204
7730,0,0,0,0,0.472286365,0,0,0.942263368
7731,0,0,0,0,0.472399982,0,0,0.942460816
7732,0,0,0,0,0.47251355,0,0,0.942658265
7733,0,0,0,0,0.472627125,0,0,0.942855714
7734,0,0,0,0,0.472740766,0,0,0.943053164
7735,0,0,0,0,0.47285454,0,0,0.943250615
7736,0,0,0,0,0.472872199,0,0,0.943254777
7737,0,0,0,0,0.472890235,0,0,0.943258937
7738,0,0,0,0,0.472908451,0,0,0.943263097
7739,0,0,0,0,0.472926669,0,0,0.943267255
7740,0,0,0,0,0.472944721,0,0,0.943271412
7741,0,0,0,0,0.472902289,0,0,0.943275569
7742,0,0,0,0,0.472859405,0,0,0.943279724
7743,0,0,0,0,0.472815946,0,0,0.943283878
7744,0,0,0,0,0.472771804,0,0,0.943288031
7745,0,0,0,0,0.472726886,0,0,0.943292183
7746,0,0,0,0,0.472681113,0,0,0.943296334
7747,0,0,0,0,0.47263442,0,0,0.943300484
7748,0,0,0,0,0.472586757,0,0,0.943304633
7749,0,0,0,0,0.472538089,0,0,0.943308781
7750,0,0,0,0,0.472488394,0,0,0.943312928
7751,0,0,0,0,0.472482427,0,0,0.943317073
7752,0,0,0,0,0.472475432,0,0,0.943321218
7753,0,0,0,0,0.472467429,0,0,0.943325362
7754,0,0,0,0,0.472458456,0,0,0.943329504
7755,0,0,0,0,0.472448562,0,0,0.943333646
7756,0,0,0,0,0.472437812,0,0,0.943337786
7757,0,0,0,0,0.472426287,0,0,0.943341926
7758,0,0,0,0,0.472414078,0,0,0.943346064
7759,0,0,0,0,0.472401295,0,0,0.943350201
7760,0,0,0,0,0.472388059,0,0,0.943354338
7761,0,0,0,0,0.472352503,0,0,0.943358473
7762,0,0,0,0,0.472316784,0,0,0.943362607
7763,0,0,0,0,0.472281067,0,0,0.94336674
7764,0,0,0,0,0.472245534,0,0,0.943370872
7765,0,0,0,0,0.472210377,0,0,0.943375003
7766,0,0,0,0,0.472175806,0,0,0.943379133
7767,0,0,0,0,0.472141236,0,0,0.943383262
7768,0,0,0,0,0.472106668,0,0,0.94338739
7769,0,0,0,0,0.4720721,0,0,0.943391517
7770,0,0,0,0,0.472037534,0,0,0.943395643
7771,0,0,0,0,0.472008062,0,0,0.943399768
7772,0,0,0,0,0.47197859,0,0,0.943403892
7773,0,0,0,0,0.471949119,0,0,0.943408014
7774,0,0,0,0,0.471919649,0,0,0.943412136
7775,0,0,0,0,0.47189018,0,0,0.943416256
7776,0,0,0,0,0.471860711,0,0,0.943420376
7777,0,0,0,0,0.471831243,0,0,0.943424495
7778,0,0,0,0,0.471801776,0,0,0.943428612
7779,0,0,0,0,0.471772309,0,0,0.943432728
7780,0,0,0,0,0.471742844,0,0,0.943436844
7781,0,0,0,0,0.471711989,0,0,0.943440958
7782,0,0,0,0,0.471681135,0,0,0.943445072
7783,0,0,0,0,0.47165028,0,0,0.943449184
7784,0,0,0,0,0.471619426,0,0,0.943453295
7785,0,0,0,0,0.471588573,0,0,0.943457405
7786,0,0,0,0,0.471557719,0,0,0.943461514
7787,0,0,0,0,0.471526865,0,0,0.943465623
7788,0,0,0,0,0.471496012,0,0,0.94346973
7789,0,0,0,0,0.471465159,0,0,0.943473836
7790,0,0,0,0,0.471434306,0,0,0.943477941
7791,0,0,0,0,0.471512308,0,0,0.943675381
7792,0,0,0,0,0.471590303,0,0,0.943872822
7793,0,0,0,0,0.47166829,0,0,0.944070264
7794,0,0,0,0,0.471746269,0,0,0.944267707
7795,0,0,0,0,0.471824241,0,0,0.94446515
7796,0,0,0,0,0.471805622,0,0,0.944469253
7797,0,0,0,0,0.471787004,0,0,0.944473355
7798,0,0,0,0,0.471768385,0,0,0.944477456
7799,0,0,0,0,0.471749767,0,0,0.944481555
7800,0,0,0,0,0.471731148,0,0,0.944485654
7801,0,0,0,0,0.471680937,0,0,0.944489752
7802,0,0,0,0,0.471630729,0,0,0.944493849
7803,0,0,0,0,0.471580525,0,0,0.944497945
7804,0,0,0,0,0.471530323,0,0,0.94450204
7805,0,0,0,0,0.471480126,0,0,0.944506133
7806,0,0,0,0,0.471429932,0,0,0.944510226
7807,0,0,0,0,0.471379741,0,0,0.944514318
7808,0,0,0,0,0.471329553,0,0,0.944518408
7809,0,0,0,0,0.471279369,0,0,0.944522498
7810,0,0,0,0,0.471229188,0,0,0.944526586
7811,0,0,0,0,0.471209242,0,0,0.944530674
7812,0,0,0,0,0.471189296,0,0,0.94453476
7813,0,0,0,0,0.47116935,0,0,0.944538846
7814,0,0,0,0,0.471149403,0,0,0.94454293
7815,0,0,0,0,0.471129456,0,0,0.944547014
7816,0,0,0,0,0.471109509,0,0,0.944551096
7817,0,0,0,0,0.471089562,0,0,0.944555177
7818,0,0,0,0,0.471069614,0,0,0.944559258
7819,0,0,0,0,0.471049666,0,0,0.944563337
7820,0,0,0,0,0.471029717,0,0,0.944567415
7821,0,0,0,0,0.471001528,0,0,0.944571493
7822,0,0,0,0,0.47097334,0,0,0.944575569
7823,0,0,0,0,0.470945152,0,0,0.944579644
7824,0,0,0,0,0.470916965,0,0,0.944583718
7825,0,0,0,0,0.47088878,0,0,0.944587792
7826,0,0,0,0,0.470860595,0,0,0.944591864
7827,0,0,0,0,0.47083241,0,0,0.944595935
7828,0,0,0,0,0.470804227,0,0,0.944600005
7829,0,0,0,0,0.470776044,0,0,0.944604074
7830,0,0,0,0,0.470747863,0,0,0.944608142
7831,0,0,0,0,0.470719415,0,0,0.944612209
7832,0,0,0,0,0.470690967,0,0,0.944616275
7833,0,0,0,0,0.47066252,0,0,0.94462034
7834,0,0,0,0,0.470634074,0,0,0.944624404
7835,0,0,0,0,0.470605629,0,0,0.944628467
7836,0,0,0,0,0.470577185,0,0,0.944632529
7837,0,0,0,0,0.470548741,0,0,0.94463659
7838,0,0,0,0,0.470520298,0,0,0.94464065
7839,0,0,0,0,0.470491856,0,0,0.944644709
7840,0,0,0,0,0.470463415,0,0,0.944648766
7841,0,0,0,0,0.470438722,0,0,0.944652823
7842,0,0,0,0,0.470414029,0,0,0.944656879
7843,0,0,0,0,0.470389336,0,0,0.944660934
7844,0,0,0,0,0.470364644,0,0,0.944664988
7845,0,0,0,0,0.470339952,0,0,0.94466904
7846,0,0,0,0,0.47031526,0,0,0.944673092
7847,0,0,0,0,0.470290568,0,0,0.944677143
7848,0,0,0,0,0.470265877,0,0,0.944681193
7849,0,0,0,0,0.470241186,0,0,0.944685241
7850,0,0,0,0,0.470216495,0,0,0.944689289
7851,0,0,0,0,0.470165305,0,0,0.944693336
7852,0,0,0,0,0.470114118,0,0,0.944697381
7853,0,0,0,0,0.470062933,0,0,0.944701426
7854,0,0,0,0,0.470011752,0,0,0.94470547
7855,0,0,0,0,0.469960574,0,0,0.944709512
7856,0,0,0,0,0.469909398,0,0,0.944713554
7857,0,0,0,0,0.469858226,0,0,0.944717595
7858,0,0,0,0,0.469807057,0,0,0.944721634
7859,0,0,0,0,0.46975589,0,0,0.944725673
7860,0,0,0,0,0.469704727,0,0,0.94472971
7861,0,0,0,0,0.469611652,0,0,0.944540352
7862,0,0,0,0,0.469518576,0,0,0.944350991
7863,0,0,0,0,0.469425498,0,0,0.944161628
7864,0,0,0,0,0.469332418,0,0,0.943972261
7865,0,0,0,0,0.469239335,0,0,0.943782892
7866,0,0,0,0,0.469242407,0,0,0.94378692
7867,0,0,0,0,0.469245478,0,0,0.943790946
7868,0,0,0,0,0.469248548,0,0,0.943794972
7869,0,0,0,0,0.469251618,0,0,0.943798996
7870,0,0,0,0,0.469254686,0,0,0.943803019
7871,0,0,0,0,0.469102686,0,0,0.943613639
7872,0,0,0,0,0.468950713,0,0,0.943424255
7873,0,0,0,0,0.468798766,0,0,0.943234869
7874,0,0,0,0,0.468646846,0,0,0.943045481
7875,0,0,0,0,0.468494953,0,0,0.942856089
7876,0,0,0,0,0.468439178,0,0,0.942860102
7877,0,0,0,0,0.468383406,0,0,0.942864115
7878,0,0,0,0,0.468327638,0,0,0.942868126
7879,0,0,0,0,0.468271874,0,0,0.942872136
7880,0,0,0,0,0.468216114,0,0,0.942876145
7881,0,0,0,0,0.468138399,0,0,0.942686742
7882,0,0,0,0,0.468060675,0,0,0.942497337
7883,0,0,0,0,0.467982944,0,0,0.942307928
7884,0,0,0,0,0.467905204,0,0,0.942118517
7885,0,0,0,0,0.467827457,0,0,0.941929103
7886,0,0,0,0,0.467653634,0,0,0.941546272
7887,0,0,0,0,0.467479796,0,0,0.941163436
7888,0,0,0,0,0.467305942,0,0,0.940780595
7889,0,0,0,0,0.467132073,0,0,0.940397751
7890,0,0,0,0,0.466958188,0,0,0.940014902
7891,0,0,0,0,0.466699675,0,0,0.939632049
7892,0,0,0,0,0.466441221,0,0,0.939249192
7893,0,0,0,0,0.466182828,0,0,0.93886633
7894,0,0,0,0,0.465924495,0,0,0.938483464
7895,0,0,0,0,0.465666223,0,0,0.938100594
7896,0,0,0,0,0.46560001,0,0,0.938104567
7897,0,0,0,0,0.465533804,0,0,0.938108538
7898,0,0,0,0,0.465467603,0,0,0.938112509
7899,0,0,0,0,0.465401408,0,0,0.938116479
7900,0,0,0,0,0.465335218,0,0,0.938120448
7901,0,0,0,0,0.465306026,0,0,0.938124416
7902,0,0,0,0,0.465276834,0,0,0.938128383
7903,0,0,0,0,0.465247643,0,0,0.938132348
7904,0,0,0,0,0.465218453,0,0,0.938136313
7905,0,0,0,0,0.465189264,0,0,0.938140277
7906,0,0,0,0,0.465160075,0,0,0.93814424
7907,0,0,0,0,0.465130887,0,0,0.938148202
7908,0,0,0,0,0.4651017,0,0,0.938152163
7909,0,0,0,0,0.465072513,0,0,0.938156123
7910,0,0,0,0,0.465043328,0,0,0.938160082
7911,0,0,0,0,0.465190397,0,0,0.938550912
7912,0,0,0,0,0.465337433,0,0,0.938941744
7913,0,0,0,0,0.465484434,0,0,0.939332578
7914,0,0,0,0,0.4656314,0,0,0.939723415
7915,0,0,0,0,0.465778333,0,0,0.940114253
7916,0,0,0,0,0.465733571,0,0,0.940118215
7917,0,0,0,0,0.465688811,0,0,0.940122175
7918,0,0,0,0,0.465644055,0,0,0.940126134
7919,0,0,0,0,0.4655993,0,0,0.940130092
7920,0,0,0,0,0.465554549,0,0,0.94013405
7921,0,0,0,0,0.465481947,0,0,0.939944562
7922,0,0,0,0,0.465409336,0,0,0.939755072
7923,0,0,0,0,0.465336716,0,0,0.939565579
7924,0,0,0,0,0.465264086,0,0,0.939376083
7925,0,0,0,0,0.465191446,0,0,0.939186585
7926,0,0,0,0,0.465310441,0,0,0.93938398
7927,0,0,0,0,0.465429445,0,0,0.939581376
7928,0,0,0,0,0.465548459,0,0,0.939778773
7929,0,0,0,0,0.465667482,0,0,0.939976171
7930,0,0,0,0,0.465786515,0,0,0.940173569
7931,0,0,0,0,0.466018537,0,0,0.940757872
7932,0,0,0,0,0.466250494,0,0,0.941342178
7933,0,0,0,0,0.466482387,0,0,0.941926489
7934,0,0,0,0,0.466714215,0,0,0.942510804
7935,0,0,0,0,0.466945979,0,0,0.943095122
7936,0,0,0,0,0.467177678,0,0,0.943679445
7937,0,0,0,0,0.467409313,0,0,0.944263771
7938,0,0,0,0,0.467640884,0,0,0.944848101
7939,0,0,0,0,0.46787239,0,0,0.945432435
7940,0,0,0,0,0.468103831,0,0,0.946016773
7941,0,0,0,0,0.468112624,0,0,0.946020734
7942,0,0,0,0,0.468121416,0,0,0.946024694
7943,0,0,0,0,0.468130207,0,0,0.946028654
7944,0,0,0,0,0.468138997,0,0,0.946032612
7945,0,0,0,0,0.468147786,0,0,0.946036569
7946,0,0,0,0,0.468060836,0,0,0.945847061
7947,0,0,0,0,0.467973882,0,0,0.94565755
7948,0,0,0,0,0.467886922,0,0,0.945468036
7949,0,0,0,0,0.467799958,0,0,0.94527852
7950,0,0,0,0,0.46771299,0,0,0.945089002
7951,0,0,0,0,0.467492133,0,0,0.944706012
7952,0,0,0,0,0.4672713,0,0,0.944323019
7953,0,0,0,0,0.467050493,0,0,0.943940021
7954,0,0,0,0,0.46682971,0,0,0.943557018
7955,0,0,0,0,0.466608953,0,0,0.943174012
7956,0,0,0,0,0.466101094,0,0,0.942210584
7957,0,0,0,0,0.465593296,0,0,0.941247148
7958,0,0,0,0,0.465085559,0,0,0.940283702
7959,0,0,0,0,0.464577882,0,0,0.939320247
7960,0,0,0,0,0.464070267,0,0,0.938356783
7961,0,0,0,0,0.463898583,0,0,0.937973739
7962,0,0,0,0,0.463726882,0,0,0.937590692
7963,0,0,0,0,0.463555164,0,0,0.93720764
7964,0,0,0,0,0.463383428,0,0,0.936824583
7965,0,0,0,0,0.463211676,0,0,0.936441523
7966,0,0,0,0,0.46361416,0,0,0.937219341
7967,0,0,0,0,0.464016675,0,0,0.937997165
7968,0,0,0,0,0.464419223,0,0,0.938774994
7969,0,0,0,0,0.464821801,0,0,0.939552829
7970,0,0,0,0,0.465224412,0,0,0.940330669
7971,0,0,0,0,0.465493087,0,0,0.94091503
7972,0,0,0,0,0.46576174,0,0,0.941499395
7973,0,0,0,0,0.46603037,0,0,0.942083764
7974,0,0,0,0,0.466298978,0,0,0.942668136
7975,0,0,0,0,0.466567562,0,0,0.943252513
7976,0,0,0,0,0.466644719,0,0,0.943449916
7977,0,0,0,0,0.466721869,0,0,0.94364732
7978,0,0,0,0,0.46679901,0,0,0.943844725
7979,0,0,0,0,0.466876145,0,0,0.94404213
7980,0,0,0,0,0.466953271,0,0,0.944239536
7981,0,0,0,0,0.46697172,0,0,0.94424345
7982,0,0,0,0,0.466990168,0,0,0.944247363
7983,0,0,0,0,0.467008615,0,0,0.944251275
7984,0,0,0,0,0.467027062,0,0,0.944255186
7985,0,0,0,0,0.467045509,0,0,0.944259097
7986,0,0,0,0,0.467063955,0,0,0.944263006
7987,0,0,0,0,0.467082401,0,0,0.944266914
7988,0,0,0,0,0.467100846,0,0,0.944270821
7989,0,0,0,0,0.467119292,0,0,0.944274728
7990,0,0,0,0,0.467137736,0,0,0.944278633
7991,0,0,0,0,0.467129952,0,0,0.944282538
7992,0,0,0,0,0.467122167,0,0,0.944286441
7993,0,0,0,0,0.467114382,0,0,0.944290344
7994,0,0,0,0,0.467106596,0,0,0.944294245
7995,0,0,0,0,0.46709881,0,0,0.944298146
7996,0,0,0,0,0.466899592,0,0,0.943915036
7997,0,0,0,0,0.466700381,0,0,0.943531923
7998,0,0,0,0,0.466501175,0,0,0.943148805
7999,0,0,0,0,0.466301975,0,0,0.942765683
8000,0,0,0,0,0.466102782,0,0,0.942382557
8001,0,0,0,0,0.465908578,0,0,0.941999427
8002,0,0,0,0,0.465714377,0,0,0.941616293
8003,0,0,0,0,0.465520177,0,0,0.941233154
8004,0,0,0,0,0.465325979,0,0,0.940850011
8005,0,0,0,0,0.465131782,0,0,0.940466865
8006,0,0,0,0,0.465128999,0,0,0.940470739
8007,0,0,0,0,0.465126215,0,0,0.940474612
8008,0,0,0,0,0.46512343,0,0,0.940478484
8009,0,0,0,0,0.465120645,0,0,0.940482355
8010,0,0,0,0,0.46511786,0,0,0.940486226
8011,0,0,0,0,0.465067061,0,0,0.940490095
8012,0,0,0,0,0.465016265,0,0,0.940493963
8013,0,0,0,0,0.464965472,0,0,0.940497831
8014,0,0,0,0,0.464914682,0,0,0.940501697
8015,0,0,0,0,0.464863895,0,0,0.940505563
8016,0,0,0,0,0.464908751,0,0,0.940702948
8017,0,0,0,0,0.464953589,0,0,0.940900334
8018,0,0,0,0,0.464998409,0,0,0.94109772
8019,0,0,0,0,0.465043211,0,0,0.941295107
8020,0,0,0,0,0.465087995,0,0,0.941492495
8021,0,0,0,0,0.465090974,0,0,0.941496359
8022,0,0,0,0,0.465093951,0,0,0.941500221
8023,0,0,0,0,0.465096928,0,0,0.941504083
8024,0,0,0,0,0.465099905,0,0,0.941507944
8025,0,0,0,0,0.46510288,0,0,0.941511804
8026,0,0,0,0,0.465105855,0,0,0.941515664
8027,0,0,0,0,0.465108829,0,0,0.941519522
8028,0,0,0,0,0.465111803,0,0,0.941523379
8029,0,0,0,0,0.465114776,0,0,0.941527235
8030,0,0,0,0,0.465117748,1.07E-12,0,0.941531091
8031,0,0,0,0,0.465184085,0.000936282,0,0.941728477
8032,0,0,0,0,0.46525041,0.00187283,0,0.941925865
8033,0,0,0,0,0.465316724,0.002784999,0,0.942123253
8034,0,0,0,0,0.465383027,0.003697429,0,0.942320641
8035,0,0,0,0,0.465449318,0.004634771,0,0.942518031
8036,0,0,0,0,0.46542003,0.005571236,0,0.942521884
8037,0,0,0,0,0.465168893,0.006482932,0,0.942525737
8038,0,0,0,0,0.464917784,0.007394515,0,0.942529589
8039,0,0,0,0,0.463951947,0.008330629,0,0.942533439
8040,0,0,0,0,0.462986228,0.009266625,0,0.942537289
8041,0,0,0,0,0.462020563,0.010177859,0,0.942541138
8042,0,0,0,0,0.461055018,0.011088977,0,0.942544986
8043,0,0,0,0,0.460089592,0.012024621,0,0.942548833
8044,0,0,0,0,0.459124284,0.012960147,0,0.942552679
8045,0,0,0,0,0.458183733,0.013870917,0,0.942556524
8046,0,0,0,0,0.457431078,0.014787643,0,0.942947457
8047,0,0,0,0,0.456653111,0.015729656,0,0.943338392
8048,0,0,0,0,0.45587447,0.016672319,0,0.943729329
8049,0,0,0,0,0.455095157,0.017615632,0,0.944120268
8050,0,0,0,0,0.45431517,0.018559594,0,0.94451121
8051,0,0,0,0,0.453606637,0.019482615,0,0.944902154
8052,0,0,0,0,0.452897194,0.020406561,0,0.945293099
8053,0,0,0,0,0.452186838,0.021356151,0,0.945684048
8054,0,0,0,0,0.451475571,0.022306692,0,0.946074998
8055,0,0,0,0,0.450788134,0.023233441,0,0.946465951
8056,0,0,0,0,0.449915795,0.024151238,0,0.946469801
8057,0,0,0,0,0.449018535,0.025093959,0,0.946473651
8058,0,0,0,0,0.448121096,0.02603686,0,0.946477499
8059,0,0,0,0,0.447223479,0.02695519,0,0.946481347
8060,0,0,0,0,0.446325682,0.027873695,0,0.946485194
8061,0,0,0,0,0.445377747,0.0288139,0,0.94648904
8062,0,0,0,0,0.444429842,0.029754075,0,0.946492885
8063,0,0,0,0,0.443506721,0.03069422,0,0.946496729
8064,0,0,0,0,0.442583629,0.031634333,0,0.946500572
8065,0,0,0,0,0.441635815,0.032549663,0,0.946504414
8066,0,0,0,0,0.44068803,0.033464964,0,0.946508255
8067,0,0,0,0,0.439740276,0.034404986,0,0.946512095
8068,0,0,0,0,0.438792551,0.035344978,0,0.946515935
8069,0,0,0,0,0.437844858,0.036260187,0,0.946519773
8070,0,0,0,0,0.436897194,0.037175367,0,0.94652361
8071,0,0,0,0,0.435938237,0.038112114,0,0.946527447
8072,0,0,0,0,0.434979464,0.039048674,0,0.946531283
8073,0,0,0,0,0.43330332,0.039960305,0,0.946535117
8074,0,0,0,0,0.431627502,0.040871755,0,0.946538951
8075,0,0,0,0,0.429704626,0.041807762,0,0.946542784
8076,0,0,0,0,0.427782125,0.042743582,0,0.946546615
8077,0,0,0,0,0.425884731,0.043654483,0,0.946550446
8078,0,0,0,0,0.423987707,0.044565203,0,0.946554276
8079,0,0,0,0,0.422066324,0.045500471,0,0.946558105
8080,0,0,0,0,0.420145316,0.046435552,0,0.946561933
8081,0,0,0,0,0.418211254,0.048283671,0,0.946372189
8082,0,0,0,0,0.416277673,0.050131302,0,0.946182442
8083,0,0,0,0,0.414369291,0.051978444,0,0.945992692
8084,0,0,0,0,0.412461383,0.053825098,0,0.94580294
8085,0,0,0,0,0.410529241,0.055671264,0,0.945613186
8086,0,0,0,0,0.408597582,0.057516941,0,0.945423429
8087,0,0,0,0,0.406691107,0.059362129,0,0.945233669
8088,0,0,0,0,0.404785109,0.061206828,0,0.945043907
8089,0,0,0,0,0.402854889,0.063075735,0,0.944854143
8090,0,0,0,0,0.400925153,0.064944146,0,0.944664376
8091,0,0,0,0,0.398975446,0.066779814,0,0.944474606
8092,0,0,0,0,0.397026653,0.068614578,0,0.944284834
8093,0,0,0,0,0.395054097,0.070448435,0,0.94409506
8094,0,0,0,0,0.393082467,0.072281387,0,0.943905283
8095,0,0,0,0,0.391136424,0.074113434,0,0.943715503
8096,0,0,0,0,0.389271146,0.075960158,0,0.943719305
8097,0,0,0,0,0.387381353,0.077806733,0,0.943723105
8098,0,0,0,0,0.38549171,0.079653162,0,0.943726905
8099,0,0,0,0,0.383626876,0.081499442,0,0.943730704
8100,0,0,0,0,0.38176219,0.083345576,0,0.943734502
8101,0,0,0,0,0.379881717,0.085193518,0,0.943738299
8102,0,0,0,0,0.378001307,0.087041397,0,0.943742095
8103,0,0,0,0,0.376145618,0.088889214,0,0.94374589
8104,0,0,0,0,0.374289991,0.090736967,0,0.943749684
8105,0,0,0,0,0.372409769,0.092609315,0,0.943753477
8106,0,0,0,0,0.370377599,0.094442837,0,0.943370087
8107,0,0,0,0,0.36837167,0.096250125,0,0.942986693
8108,0,0,0,0,0.366367326,0.098055833,0,0.942603295
8109,0,0,0,0,0.364339951,0.099859964,0,0.942219892
8110,0,0,0,0,0.362314183,0.101662515,0,0.941836486
8111,0,0,0,0,0.360256386,0.103446769,0,0.941259481
8112,0,0,0,0,0.358200753,0.105228843,0,0.94068247
8113,0,0,0,0,0.356122723,0.107008738,0,0.940105453
8114,0,0,0,0,0.354046886,0.108786453,0,0.939528431
8115,0,0,0,0,0.351997774,0.110561988,0,0.938951403
8116,0,0,0,0,0.350023025,0.112358519,0,0.938567969
8117,0,0,0,0,0.348025174,0.11415363,0,0.938184531
8118,0,0,0,0,0.346028752,0.11594732,0,0.937801088
8119,0,0,0,0,0.344058251,0.11773959,0,0.937417642
8120,0,0,0,0,0.342089161,0.119530438,0,0.937034192
8121,0,0,0,0,0.340135873,0.121358208,0,0.93684434
8122,0,0,0,0,0.338183606,0.123184969,0,0.936654486
8123,0,0,0,0,0.336256824,0.124986258,0,0.93646463
8124,0,0,0,0,0.33433105,0.126786552,0,0.936274771
8125,0,0,0,0,0.332381832,0.128585851,0,0.93608491
8126,0,0,0,0,0.329955143,0.130195349,0,0.934539799
8127,0,0,0,0,0.327559283,0.131798569,0,0.932994674
8128,0,0,0,0,0.325169801,0.133395511,0,0.931449537
8129,0,0,0,0,0.322762413,0.134986176,0,0.929904386
8130,0,0,0,0,0.320361484,0.136570566,0,0.928359222
8131,0,0,0,0,0.317532094,0.13795972,0,0.92545877
8132,0,0,0,0,0.314714065,0.13933758,0,0.922558294
8133,0,0,0,0,0.311931412,0.140704145,0,0.919657794
8134,0,0,0,0,0.309159971,0.142059414,0,0.91675727
8135,0,0,0,0,0.306375878,0.143403385,0,0.913856722
8136,0,0,0,0,0.3041839,0.145012917,0,0.91269868
8137,0,0,0,0,0.302020209,0.146617992,0,0.911540628
8138,0,0,0,0,0.299860942,0.14821861,0,0.910382566
8139,0,0,0,0,0.297682352,0.149838516,0,0.909224494
8140,0,0,0,0,0.295508246,0.151453905,0,0.908066412
8141,0,0,0,0,0.29356992,0.153149395,0,0.907489174
8142,0,0,0,0,0.291633493,0.154842933,0,0.906911931
8143,0,0,0,0,0.289675286,0.15653452,0,0.906334683
8144,0,0,0,0,0.287719005,0.158224154,0,0.905757429
8145,0,0,0,0,0.285788301,0.159911835,0,0.90518017
8146,0,0,0,0,0.283434194,0.161355442,0,0.903247549
8147,0,0,0,0,0.281063665,0.162791735,0,0.901314913
8148,0,0,0,0,0.278700366,0.164220712,0,0.89938226
8149,0,0,0,0,0.27636776,0.165642369,0,0.897449591
8150,0,0,0,0,0.274042293,0.167056706,0,0.895516905
8151,0,0,0,0,0.271604711,0.168404262,0,0.893390578
8152,0,0,0,0,0.269175785,0.169743359,0,0.891264232
8153,0,0,0,0,0.266778756,0.171073998,0,0.889137869
8154,0,0,0,0,0.264390267,0.172396179,0,0.887011488
8155,0,0,0,0,0.261987191,0.173733032,0,0.884885089
8156,0,0,0,0,0.259649709,0.175099715,0,0.882952303
8157,0,0,0,0,0.257343128,0.176435572,0,0.8810195
8158,0,0,0,0,0.25504432,0.177763732,0,0.879086681
8159,0,0,0,0,0.252730364,0.179084195,0,0.877153846
8160,0,0,0,0,0.250424283,0.180396963,0,0.875220994
8161,0,0,0,0,0.248377372,0.181869334,0,0.874062661
8162,0,0,0,0,0.246335039,0.183337133,0,0.872904319
8163,0,0,0,0,0.244274506,0.18480036,0,0.871745966
8164,0,0,0,0,0.242218612,0.186259015,0,0.870587603
8165,0,0,0,0,0.240190075,0.187713099,0,0.86942923
8166,0,0,0,0,0.23922841,0.190006333,0,0.872143599
8167,0,0,0,0,0.238233273,0.192310163,0,0.874857988
8168,0,0,0,0,0.237227381,0.19462459,0,0.877572397
8169,0,0,0,0,0.236233735,0.196949612,0,0.880286828
8170,0,0,0,0,0.235229476,0.199285231,0,0.883001279
8171,0,0,0,0,0.233461485,0.201026026,0,0.883004771
8172,0,0,0,0,0.231693714,0.202766602,0,0.883008262
8173,0,0,0,0,0.22994923,0.204483892,0,0.883011752
8174,0,0,0,0,0.228204962,0.206200967,0,0.883015241
8175,0,0,0,0,0.226437848,0.207917825,0,0.88301873
8176,0,0,0,0,0.223784095,0.208806962,0,0.879536604
8177,0,0,0,0,0.221167388,0.209682332,0,0.876054449
8178,0,0,0,0,0.21856466,0.210543938,0,0.872572266
8179,0,0,0,0,0.215953216,0.211391783,0,0.869090055
8180,0,0,0,0,0.213355931,0.212225868,0,0.865607815
8181,0,0,0,0,0.212316508,0.214606551,0,0.868322317
8182,0,0,0,0,0.211266171,0.216998199,0,0.871036839
8183,0,0,0,0,0.210227736,0.219400812,0,0.873751381
8184,0,0,0,0,0.209178527,0.221814394,0,0.876465944
8185,0,0,0,0,0.208095579,0.224238946,0,0.879180528
8186,0,0,0,0,0.206865342,0.226525147,0,0.881314173
8187,0,0,0,0,0.205649545,0.228820024,0,0.883447835
8188,0,0,0,0,0.204425221,0.231123581,0,0.885581512
8189,0,0,0,0,0.203169177,0.233459011,0,0.887715206
8190,0,0,0,0,0.201904489,0.235803239,0,0.889848915
8191,0,0,0,0,0.200209699,0.237605122,0,0.890046074
8192,0,0,0,0,0.198514057,0.23940786,0,0.890243233
8193,0,0,0,0,0.196794298,0.241211455,0,0.890440393
8194,0,0,0,0,0.195073676,0.243015906,0,0.890637553
8195,0,0,0,0,0.19337547,0.244821213,0,0.890834715
8196,0,0,0,0,0.191634752,0.246573773,0,0.890838216
8197,0,0,0,0,0.189870661,0.248326427,0,0.890841717
8198,0,0,0,0,0.188106474,0.250079176,0,0.890845217
8199,0,0,0,0,0.186365472,0.251832019,0,0.890848716
8200,0,0,0,0,0.184624376,0.253584956,0,0.890852214
8201,0,0,0,0,0.183816232,0.256673365,0,0.895503654
8202,0,0,0,0,0.182989558,0.259780239,0,0.90015513
8203,0,0,0,0,0.182168002,0.26290558,0,0.904806641
8204,0,0,0,0,0.181328157,0.266049389,0,0.909458188
8205,0,0,0,0,0.180446128,0.269235563,0,0.914109771
8206,0,0,0,0,0.179318479,0.272095884,0,0.91759938
8207,0,0,0,0,0.178200968,0.274946203,0,0.921089017
8208,0,0,0,0,0.177069697,0.277810415,0,0.924578679
8209,0,0,0,0,0.175900405,0.280688522,0,0.928068368
8210,0,0,0,0,0.174717167,0.283580526,0,0.931558084
8211,0,0,0,0,0.172821122,0.285292398,0,0.931174388
8212,0,0,0,0,0.170926544,0.287002798,0,0.930790689
