LAMBDA,mag,u,g,r,i,z,Y,atm
3544,0,0.169138629,0,0,0,0,0,0.551916525
3545,0,0.169440661,0,0,0,0,0,0.552299416
3546,0,0.169743229,0,0,0,0,0,0.552682317
3547,0,0.170046427,0,0,0,0,0,0.553065227
3548,0,0.170350276,0,0,0,0,0,0.553448146
3549,0,0.17065479,0,0,0,0,0,0.553831075
3550,0,0.170959979,0,0,0,0,0,0.554214012
3551,0,0.171232656,0,0,0,0,0,0.55459696
3552,0,0.171505913,0,0,0,0,0,0.554979916
3553,0,0.171779744,0,0,0,0,0,0.555362881
3554,0,0.172054137,0,0,0,0,0,0.555745856
3555,0,0.172329076,0,0,0,0,0,0.55612884
3556,0,0.172604539,0,0,0,0,0,0.556511834
3557,0,0.172880498,0,0,0,0,0,0.556894836
3558,0,0.17315692,0,0,0,0,0,0.557277848
3559,0,0.173433767,0,0,0,0,0,0.557660869
3560,0,0.173710994,0,0,0,0,0,0.558043899
3561,0,0.173945926,0,0,0,0,0,0.558241229
3562,0,0.174181067,0,0,0,0,0,0.558438561
3563,0,0.174416355,0,0,0,0,0,0.558635894
3564,0,0.174651725,0,0,0,0,0,0.558833229
3565,0,0.174887105,0,0,0,0,0,0.559030565
3566,0,0.175180577,0,0,0,0,0,0.559413631
3567,0,0.175474315,0,0,0,0,0,0.559796706
3568,0,0.175768317,0,0,0,0,0,0.56017979
3569,0,0.176062585,0,0,0,0,0,0.560562883
3570,0,0.176357118,0,0,0,0,0,0.560945985
3571,0,0.17663115,0,0,0,0,0,0.561329097
3572,0,0.176905392,0,0,0,0,0,0.561712217
3573,0,0.177179845,0,0,0,0,0,0.562095347
3574,0,0.177454508,0,0,0,0,0,0.562478486
3575,0,0.177729382,0,0,0,0,0,0.562861634
3576,0,0.178004466,0,0,0,0,0,0.563244791
3577,0,0.178279761,0,0,0,0,0,0.563627957
3578,0,0.178555266,0,0,0,0,0,0.564011132
3579,0,0.178830981,0,0,0,0,0,0.564394316
3580,0,0.179106907,0,0,0,0,0,0.56477751
3581,0,0.179399133,0,0,0,0,0,0.565160712
3582,0,0.179691618,0,0,0,0,0,0.565543923
3583,0,0.179984362,0,0,0,0,0,0.565927144
3584,0,0.180277363,0,0,0,0,0,0.566310373
3585,0,0.180570624,0,0,0,0,0,0.566693611
3586,0,0.180804658,0,0,0,0,0,0.566891054
3587,0,0.181038693,0,0,0,0,0,0.567088498
3588,0,0.1812728,0,0,0,0,0,0.567285943
3589,0,0.18150705,0,0,0,0,0,0.567483389
3590,0,0.181741505,0,0,0,0,0,0.567680837
3591,0,0.182041274,0,0,0,0,0,0.568064111
3592,0,0.182341486,0,0,0,0,0,0.568447393
3593,0,0.182642189,0,0,0,0,0,0.568830684
3594,0,0.182943425,0,0,0,0,0,0.569213985
3595,0,0.183245232,0,0,0,0,0,0.569597294
3596,0,0.183547643,0,0,0,0,0,0.569980612
3597,0,0.183850684,0,0,0,0,0,0.570363939
3598,0,0.184154377,0,0,0,0,0,0.570747275
3599,0,0.184458737,0,0,0,0,0,0.57113062
3600,0,0.184763775,0,0,0,0,0,0.571513974
3601,0,0.185001071,0,0,0,0,0,0.571711475
3602,0,0.185238917,0,0,0,0,0,0.571908977
3603,0,0.185477305,0,0,0,0,0,0.572106481
3604,0,0.185716223,0,0,0,0,0,0.572303985
3605,0,0.185955653,0,0,0,0,0,0.572501492
3606,0,0.186255926,0,0,0,0,0,0.57288488
3607,0,0.186556724,0,0,0,0,0,0.573268277
3608,0,0.186858036,0,0,0,0,0,0.573651683
3609,0,0.187159845,0,0,0,0,0,0.574035098
3610,0,0.187462126,0,0,0,0,0,0.574418522
3611,0,0.18774337,0,0,0,0,0,0.574801955
3612,0,0.188024953,0,0,0,0,0,0.575185397
3613,0,0.188306826,0,0,0,0,0,0.575568847
3614,0,0.188588932,0,0,0,0,0,0.575952306
3615,0,0.188871206,0,0,0,0,0,0.576335774
3616,0,0.189153652,0,0,0,0,0,0.576719251
3617,0,0.189436486,0,0,0,0,0,0.577102737
3618,0,0.189719688,0,0,0,0,0,0.577486231
3619,0,0.19000324,0,0,0,0,0,0.577869735
3620,0,0.190287124,0,0,0,0,0,0.578253247
3621,0,0.190505231,0,0,0,0,0,0.57845083
3622,0,0.190723517,0,0,0,0,0,0.578648415
3623,0,0.190941963,0,0,0,0,0,0.578846001
3624,0,0.19116055,0,0,0,0,0,0.579043589
3625,0,0.191379258,0,0,0,0,0,0.579241178
3626,0,0.191659478,0,0,0,0,0,0.579624724
3627,0,0.19193983,0,0,0,0,0,0.580008278
3628,0,0.192220322,0,0,0,0,0,0.580391842
3629,0,0.192500957,0,0,0,0,0,0.580775414
3630,0,0.192781739,0,0,0,0,0,0.581158995
3631,0,0.193081478,0,0,0,0,0,0.581542585
3632,0,0.19338142,0,0,0,0,0,0.581926183
3633,0,0.193681561,0,0,0,0,0,0.58230979
3634,0,0.193981897,0,0,0,0,0,0.582693406
3635,0,0.19428242,0,0,0,0,0,0.583077031
3636,0,0.194521172,0,0,0,0,0,0.58327467
3637,0,0.194760142,0,0,0,0,0,0.583472312
3638,0,0.194999321,0,0,0,0,0,0.583669954
3639,0,0.195238706,0,0,0,0,0,0.583867598
3640,0,0.195478293,0,0,0,0,0,0.584065243
3641,0,0.195807048,0,0,0,0,0,0.584448901
3642,0,0.19613621,0,0,0,0,0,0.584832568
3643,0,0.196465784,0,0,0,0,0,0.585216243
3644,0,0.196795773,0,0,0,0,0,0.585599927
3645,0,0.197126186,0,0,0,0,0,0.585983619
3646,0,0.197457032,0,0,0,0,0,0.586367321
3647,0,0.197788211,0,0,0,0,0,0.58675103
3648,0,0.198119702,0,0,0,0,0,0.587134749
3649,0,0.198451485,0,0,0,0,0,0.587518476
3650,0,0.198783541,0,0,0,0,0,0.587902211
3651,0,0.199042507,0,0,0,0,0,0.588099907
3652,0,0.199301541,0,0,0,0,0,0.588297604
3653,0,0.199560622,0,0,0,0,0,0.588495302
3654,0,0.199819728,0,0,0,0,0,0.588693001
3655,0,0.20007884,0,0,0,0,0,0.588890701
3656,0,0.200401132,0,0,0,0,0,0.58927447
3657,0,0.200723571,0,0,0,0,0,0.589658247
3658,0,0.201046197,0,0,0,0,0,0.590042033
3659,0,0.201369052,0,0,0,0,0,0.590425828
3660,0,0.201692175,0,0,0,0,0,0.590809631
3661,0,0.202018654,0,0,0,0,0,0.591193442
3662,0,0.202345492,0,0,0,0,0,0.591577262
3663,0,0.202672732,0,0,0,0,0,0.591961091
3664,0,0.203000414,0,0,0,0,0,0.592344928
3665,0,0.20332858,0,0,0,0,0,0.592728773
3666,0,0.203593455,0,0,0,0,0,0.592926523
3667,0,0.203858711,0,0,0,0,0,0.593124275
3668,0,0.204124328,0,0,0,0,0,0.593322028
3669,0,0.204390286,0,0,0,0,0,0.593519781
3670,0,0.204656565,0,0,0,0,0,0.593717536
3671,0,0.20499561,0,0,0,0,0,0.594101415
3672,0,0.205335101,0,0,0,0,0,0.594485301
3673,0,0.205675015,0,0,0,0,0,0.594869197
3674,0,0.206015334,0,0,0,0,0,0.5952531
3675,0,0.206356037,0,0,0,0,0,0.595637012
3676,0,0.206697102,0,0,0,0,0,0.596020933
3677,0,0.20703851,0,0,0,0,0,0.596404862
3678,0,0.207380239,0,0,0,0,0,0.596788799
3679,0,0.207722268,0,0,0,0,0,0.597172745
3680,0,0.208064576,0,0,0,0,0,0.597556699
3681,0,0.208293537,0,0,0,0,0,0.597754503
3682,0,0.208522497,0,0,0,0,0,0.597952309
3683,0,0.208751435,0,0,0,0,0,0.598150115
3684,0,0.208980331,0,0,0,0,0,0.598347923
3685,0,0.209209161,0,0,0,0,0,0.598545732
3686,0,0.209503545,0,0,0,0,0,0.598929719
3687,0,0.209798376,0,0,0,0,0,0.599313713
3688,0,0.210093495,0,0,0,0,0,0.599697717
3689,0,0.21038876,0,0,0,0,0,0.600081728
3690,0,0.21068404,0,0,0,0,0,0.600465748
3691,0,0.210922139,0,0,0,0,0,0.600663582
3692,0,0.211159959,0,0,0,0,0,0.600861417
3693,0,0.211397413,0,0,0,0,0,0.601059253
3694,0,0.211634429,0,0,0,0,0,0.60125709
3695,0,0.211870952,0,0,0,0,0,0.601454929
3696,0,0.212172587,0,0,0,0,0,0.601838981
3697,0,0.212473644,0,0,0,0,0,0.602223041
3698,0,0.212774074,0,0,0,0,0,0.60260711
3699,0,0.213073841,0,0,0,0,0,0.602991187
3700,0,0.213372922,0,0,0,0,0,0.603375272
3701,0,0.213668311,0,0,0,0,0,0.603759366
3702,0,0.213963002,0,0,0,0,0,0.604143468
3703,0,0.214257011,0,0,0,0,0,0.604527578
3704,0,0.214550366,0,0,0,0,0,0.604911696
3705,0,0.214843111,0,0,0,0,0,0.605295823
3706,0,0.215069233,0,0,0,0,0,0.60549371
3707,0,0.215294827,0,0,0,0,0,0.605691597
3708,0,0.215519946,0,0,0,0,0,0.605889486
3709,0,0.215744661,0,0,0,0,0,0.606087376
3710,0,0.215969055,0,0,0,0,0,0.606285267
3711,0,0.216256975,0,0,0,0,0,0.606669425
3712,0,0.216544887,0,0,0,0,0,0.607053592
3713,0,0.216832924,0,0,0,0,0,0.607437767
3714,0,0.217121232,0,0,0,0,0,0.60782195
3715,0,0.217409977,0,0,0,0,0,0.608206141
3716,0,0.217632614,0,0,0,0,0,0.608404056
3717,0,0.217855168,0,0,0,0,0,0.608601973
3718,0,0.218077662,0,0,0,0,0,0.60879989
3719,0,0.218300117,0,0,0,0,0,0.608997809
3720,0,0.218522554,0,0,0,0,0,0.609195729
3721,0,0.218803225,0,0,0,0,0,0.609579951
3722,0,0.219084004,0,0,0,0,0,0.609964182
3723,0,0.219364911,0,0,0,0,0,0.610348421
3724,0,0.21964597,0,0,0,0,0,0.610732669
3725,0,0.219927202,0,0,0,0,0,0.611116924
3726,0,0.220141533,0,0,0,0,0,0.611314868
3727,0,0.220355992,0,0,0,0,0,0.611512813
3728,0,0.220570602,0,0,0,0,0,0.611710759
3729,0,0.220785385,0,0,0,0,0,0.611908706
3730,0,0.221000364,0,0,0,0,0,0.612106654
3731,0,0.221294642,0,0,0,0,0,0.612490941
3732,0,0.22158928,0,0,0,0,0,0.612875235
3733,0,0.2218843,0,0,0,0,0,0.613259538
3734,0,0.222179726,0,0,0,0,0,0.613643849
3735,0,0.222475582,0,0,0,0,0,0.614028168
3736,0,0.222703772,0,0,0,0,0,0.61422614
3737,0,0.222931859,0,0,0,0,0,0.614424114
3738,0,0.22316001,0,0,0,0,0,0.614622088
3739,0,0.223388378,0,0,0,0,0,0.614820063
3740,0,0.2236171,0,0,0,0,0,0.615018039
3741,0,0.22391847,0,0,0,0,0,0.615402389
3742,0,0.22422054,0,0,0,0,0,0.615786747
3743,0,0.2245234,0,0,0,0,0,0.616171114
3744,0,0.224827127,0,0,0,0,0,0.616555488
3745,0,0.225131783,0,0,0,0,0,0.61693987
3746,0,0.225369344,0,0,0,0,0,0.61713787
3747,0,0.225607933,0,0,0,0,0,0.617335871
3748,0,0.225847601,0,0,0,0,0,0.617533874
3749,0,0.226088385,0,0,0,0,0,0.617731877
3750,0,0.226330308,0,0,0,0,0,0.617929881
3751,0,0.226603428,0,0,0,0,0,0.618314294
3752,0,0.226877709,0,0,0,0,0,0.618698715
3753,0,0.227153134,0,0,0,0,0,0.619083144
3754,0,0.227429674,0,0,0,0,0,0.619467581
3755,0,0.227707282,0,0,0,0,0,0.619852026
3756,0,0.227917281,0,0,0,0,0,0.620050054
3757,0,0.228128069,0,0,0,0,0,0.620248083
3758,0,0.22833959,0,0,0,0,0,0.620446113
3759,0,0.228551771,0,0,0,0,0,0.620644144
3760,0,0.228764521,0,0,0,0,0,0.620842176
3761,0,0.229086173,0,0,0,0,0,0.621226651
3762,0,0.22940835,0,0,0,0,0,0.621611135
3763,0,0.229730913,0,0,0,0,0,0.621995626
3764,0,0.230053705,0,0,0,0,0,0.622380126
3765,0,0.230376552,0,0,0,0,0,0.622764633
3766,0,0.230630328,0,0,0,0,0,0.622962689
3767,0,0.230884497,0,0,0,0,0,0.623160745
3768,0,0.231139037,0,0,0,0,0,0.623358802
3769,0,0.231393925,0,0,0,0,0,0.623556861
3770,0,0.231649138,0,0,0,0,0,0.62375492
3771,0,0.231948273,0,0,0,0,0,0.624139458
3772,0,0.232247741,0,0,0,0,0,0.624524003
3773,0,0.232547519,0,0,0,0,0,0.624908557
3774,0,0.232847583,0,0,0,0,0,0.625293118
3775,0,0.233147909,0,0,0,0,0,0.625677687
3776,0,0.233378935,0,0,0,0,0,0.62587577
3777,0,0.23361008,0,0,0,0,0,0.626073854
3778,0,0.23384132,0,0,0,0,0,0.626271938
3779,0,0.234072633,0,0,0,0,0,0.626470024
3780,0,0.234303994,0,0,0,0,0,0.62666811
3781,0,0.234608979,0,0,0,0,0,0.62705271
3782,0,0.23491407,0,0,0,0,0,0.627437317
3783,0,0.235219242,0,0,0,0,0,0.627821932
3784,0,0.23552447,0,0,0,0,0,0.628206555
3785,0,0.235829731,0,0,0,0,0,0.628591185
3786,0,0.236064874,0,0,0,0,0,0.628789295
3787,0,0.236299974,0,0,0,0,0,0.628987406
3788,0,0.236535077,0,0,0,0,0,0.629185517
3789,0,0.236770233,0,0,0,0,0,0.629383629
3790,0,0.237005487,0,0,0,0,0,0.629581743
3791,0,0.237219852,0,0,0,0,0,0.629779857
3792,0,0.237434378,0,0,0,0,0,0.629977973
3793,0,0.237296558,0,0,0,0,0,0.630176089
3794,0,0.237158358,0,0,0,0,0,0.630374206
3795,0,0.236889013,0,0,0,0,0,0.630572325
3796,0,0.236689228,0,0,0,0,0,0.630957007
3797,0,0.236501807,0,0,0,0,0,0.631341697
3798,0,0.236313642,0,0,0,0,0,0.631726395
3799,0,0.236124709,0,0,0,0,0,0.632111101
3800,0,0.235934982,0,0,0,0,0,0.632495815
3801,0,0.235682049,0,0,0,0,0,0.632693956
3802,0,0.235428396,0,0,0,0,0,0.632892098
3803,0,0.235187197,0,0,0,0,0,0.633090241
3804,0,0.234945255,0,0,0,0,0,0.633288385
3805,0,0.234689317,0,0,0,0,0,0.63348653
3806,0,0.234501496,0,0,0,0,0,0.633871273
3807,0,0.234325836,0,0,0,0,0,0.634256024
3808,0,0.234149119,0,0,0,0,0,0.634640782
3809,0,0.23397135,0,0,0,0,0,0.635025549
3810,0,0.23379253,0,0,0,0,0,0.635410323
3811,0,0.233522418,0,0,0,0,0,0.63560849
3812,0,0.23325144,0,0,0,0,0,0.635806658
3813,0,0.232992941,0,0,0,0,0,0.636004828
3814,0,0.23273359,0,0,0,0,0,0.636202998
3815,0,0.232460005,0,0,0,0,0,0.636401169
3816,0,0.232253688,0,0,0,0,0,0.636785973
3817,0,0.23205986,0,0,0,0,0,0.637170784
3818,0,0.231865138,0,0,0,0,0,0.637555602
3819,0,0.231669513,0,0,0,0,0,0.637940429
3820,0,0.231472981,0,0,0,0,0,0.638325263
3821,0,0.231216231,0,0,0,0,0,0.638523457
3822,0,0.230958689,0,0,0,0,0,0.638721651
3823,0,0.230713857,0,0,0,0,0,0.638919847
3824,0,0.230468269,0,0,0,0,0,0.639118043
3825,0,0.230208403,0,0,0,0,0,0.63931624
3826,0,0.230014981,0,0,0,0,0,0.639701103
3827,0,0.229712025,0,0,0,0,0,0.640085974
3828,0,0.229407704,0,0,0,0,0,0.640470853
3829,0,0.228721146,0,0,0,0,0,0.640855739
3830,0,0.228032101,0,0,0,0,0,0.641240633
3831,0,0.227242652,0,0,0,0,0,0.641438852
3832,0,0.226451317,0,0,0,0,0,0.641637073
3833,0,0.225658055,0,0,0,0,0,0.641835294
3834,0,0.224862827,0,0,0,0,0,0.642033516
3835,0,0.224079277,0,0,0,0,0,0.642231739
3836,0,0.223293901,0,0,0,0,0,0.642429963
3837,0,0.222493022,0,0,0,0,0,0.642628188
3838,0,0.221690267,0,0,0,0,0,0.642826414
3839,0,0.220885592,0,0,0,0,0,0.643024641
3840,0,0.220078962,0,0,0,0,0,0.643222868
3841,0,0.219280758,0,0,0,0,0,0.643421097
3842,0,0.218480487,0,0,0,0,0,0.643619326
3843,0,0.217678142,0,0,0,0,0,0.643817556
3844,0,0.216873724,0,0,0,0,0,0.644015788
3845,0,0.216081049,0,0,0,0,0,0.64421402
3846,0,0.215348742,0,0,0,0,0,0.644598985
3847,0,0.214599987,0,0,0,0,0,0.644983957
3848,0,0.213848589,0,0,0,0,0,0.645368937
3849,0,0.213094556,0,0,0,0,0,0.645753925
3850,0,0.212337901,0,0,0,0,0,0.64613892
3851,0,0.211490112,0,0,0,0,0,0.646337174
3852,0,0.210640477,0,0,0,0,0,0.646535429
3853,0,0.209789029,0,0,0,0,0,0.646733685
3854,0,0.208935808,0,0,0,0,0,0.646931941
3855,0,0.208094802,0,0,0,0,0,0.647130199
3856,0,0.207311936,0,0,0,0,0,0.647515223
3857,0,0.206512859,0,0,0,0,0,0.647900254
3858,0,0.205711542,0,0,0,0,0,0.648285292
3859,0,0.204908017,0,0,0,0,0,0.648670339
3860,0,0.204102318,0,0,0,0,0,0.649055392
3861,0,0.203263823,0,0,0,0,0,0.649253672
3862,0,0.202423535,0,0,0,0,0,0.649451952
3863,0,0.201581498,0,0,0,0,0,0.649650233
3864,0,0.200737762,5.26E-14,0,0,0,0,0.649848515
3865,0,0.199906461,0.000267556,0,0,0,0,0.650046797
3866,0,0.199073594,0.000535599,0,0,0,0,0.650245081
3867,0,0.198224888,0.001058065,0,0,0,0,0.650443366
3868,0,0.197374421,0.001581481,0,0,0,0,0.650641651
3869,0,0.196522194,0.002119981,0,0,0,0,0.650839937
3870,0,0.195668203,0.002659458,0,0,0,0,0.651038224
3871,0,0.194866283,0.003186635,0,0,0,0,0.651423327
3872,0,0.194062092,0.003715057,0,0,0,0,0.651808437
3873,0,0.193255625,0.004258921,0,0,0,0,0.652193555
3874,0,0.192446882,0.004804065,0,0,0,0,0.65257868
3875,0,0.191650088,0.005350492,0,0,0,0,0.652963812
3876,0,0.190796469,0.005896517,0,0,0,0,0.653162121
3877,0,0.189926862,0.006429259,0,0,0,0,0.65336043
3878,0,0.189055497,0.00696295,0,0,0,0,0.653558741
3879,0,0.188182372,0.007511871,0,0,0,0,0.653757052
3880,0,0.187307484,0.008061769,0,0,0,0,0.653955364
3881,0,0.186418431,0.008597765,0,0,0,0,0.654153677
3882,0,0.185527734,0.009134642,0,0,0,0,0.65435199
3883,0,0.184635389,0.009686731,0,0,0,0,0.654550305
3884,0,0.183741397,0.010239725,0,0,0,0,0.65474862
3885,0,0.182860108,0.010779273,0,0,0,0,0.654946936
3886,0,0.182028873,0.01132292,0,0,0,0,0.655332117
3887,0,0.181180948,0.011882133,0,0,0,0,0.655717306
3888,0,0.18033076,0.012442563,0,0,0,0,0.656102502
3889,0,0.179478377,0.0129898,0,0,0,0,0.656487705
3890,0,0.178623859,0.013538234,0,0,0,0,0.656872915
3891,0,0.177720061,0.014098576,0,0,0,0,0.657071253
3892,0,0.176814741,0.014659865,0,0,0,0,0.657269591
3893,0,0.175907938,0.015222107,0,0,0,0,0.65746793
3894,0,0.174999689,0.015785308,0,0,0,0,0.65766627
3895,0,0.174104517,0.016334981,0,0,0,0,0.657864611
3896,0,0.173207903,0.016885595,0,0,0,0,0.658062953
3897,0,0.172295372,0.017451676,0,0,0,0,0.658261295
3898,0,0.171381454,0.018018739,0,0,0,0,0.658459639
3899,0,0.170466177,0.018572247,0,0,0,0,0.658657983
3900,0,0.169549561,0.019126728,0,0,0,0,0.658856328
3901,0,0.168671799,0.019701449,0,0,0,0,0.659241586
3902,0,0.167792248,0.02027745,0,0,0,0,0.659626852
3903,0,0.166910907,0.020840132,0,0,0,0,0.660012125
3904,0,0.166027766,0.021404073,0,0,0,0,0.660397406
3905,0,0.165157446,0.021983914,0,0,0,0,0.660782694
3906,0,0.164238873,0.022558675,0,0,0,0,0.66098106
3907,0,0.163304352,0.023134417,0,0,0,0,0.661179427
3908,0,0.162368486,0.02371114,0,0,0,0,0.661377794
3909,0,0.161431233,0.024274159,0,0,0,0,0.661576163
3910,0,0.160492548,0.024838132,0,0,0,0,0.661774532
3911,0,0.159566462,0.02542001,0,0,0,0,0.661972902
3912,0,0.15863867,0.02600296,0,0,0,0,0.662171273
3913,0,0.157709109,0.026572238,0,0,0,0,0.662369645
3914,0,0.156777712,0.027142547,0,0,0,0,0.662568017
3915,0,0.155859171,0.028009175,0,0,0,0,0.662766391
3916,0,0.154938736,0.028877365,0,0,0,0,0.662964765
3917,0,0.154001772,0.030013408,0,0,0,0,0.66316314
3918,0,0.153063008,0.031151535,0,0,0,0,0.663361516
3919,0,0.152122411,0.032291742,0,0,0,0,0.663559892
3920,0,0.151179945,0.033434026,0,0,0,0,0.66375827
3921,0,0.150262259,0.034584524,0,0,0,0,0.664143625
3922,0,0.149342275,0.035737491,0,0,0,0,0.664528988
3923,0,0.148419962,0.03689292,0,0,0,0,0.664914358
3924,0,0.147495289,0.038050805,0,0,0,0,0.665299735
3925,0,0.146583139,0.039211139,0,0,0,0,0.665685119
3926,0,0.145627705,0.040362578,0,0,0,0,0.665883517
3927,0,0.144655558,0.041515832,0,0,0,0,0.666081916
3928,0,0.143681608,0.042670896,0,0,0,0,0.666280316
3929,0,0.142705851,0.043827769,0,0,0,0,0.666478717
3930,0,0.141728286,0.044986451,0,0,0,0,0.666677118
3931,0,0.140750867,0.046162567,0,0,0,0,0.66687552
3932,0,0.139771615,0.047340547,0,0,0,0,0.667073923
3933,0,0.138790533,0.048505377,0,0,0,0,0.667272327
3934,0,0.137807625,0.049672046,0,0,0,0,0.667470731
3935,0,0.136837933,0.050840555,0,0,0,0,0.667669137
3936,0,0.135904331,0.052025406,0,0,0,0,0.668054568
3937,0,0.134953206,0.053212705,0,0,0,0,0.668440007
3938,0,0.13399966,0.054402474,0,0,0,0,0.668825452
3939,0,0.133043754,0.055594739,0,0,0,0,0.669210905
3940,0,0.132085543,0.056789526,0,0,0,0,0.669596365
3941,0,0.131079388,0.057966655,0,0,0,0,0.669794791
3942,0,0.130071745,0.059145545,0,0,0,0,0.669993218
3943,0,0.129062659,0.060326223,0,0,0,0,0.670191645
3944,0,0.12805217,0.061508716,0,0,0,0,0.670390073
3945,0,0.127055492,0.062693053,0,0,0,0,0.670588502
3946,0,0.126057399,0.063879207,0,0,0,0,0.670786932
3947,0,0.12504269,0.065067188,0,0,0,0,0.670985363
3948,0,0.124026583,0.066257027,0,0,0,0,0.671183794
3949,0,0.123009111,0.067463974,0,0,0,0,0.671382226
3950,0,0.121990299,0.068672861,0,0,0,0,0.671580659
3951,0,0.120977087,0.069872463,0,0,0,0,0.671779092
3952,0,0.119962451,0.071074167,0,0,0,0,0.671977527
3953,0,0.118946396,0.072277994,0,0,0,0,0.672175962
3954,0,0.11792892,0.073483962,0,0,0,0,0.672374398
3955,0,0.116925312,0.074692085,0,0,0,0,0.672572834
3956,0,0.115920526,0.075902531,0,0,0,0,0.672771272
3957,0,0.114899128,0.077115257,0,0,0,0,0.67296971
3958,0,0.113876309,0.078330216,0,0,0,0,0.673168149
3959,0,0.112851965,0.07954736,0,0,0,0,0.673366589
3960,0,0.111825996,0.080766633,0,0,0,0,0.673565029
3961,0,0.11082125,0.082004957,0,0,0,0,0.673950575
3962,0,0.109814243,0.083245784,0,0,0,0,0.674336128
3963,0,0.108804883,0.084489049,0,0,0,0,0.674721688
3964,0,0.107793082,0.085734681,0,0,0,0,0.675107255
3965,0,0.106794198,0.08699805,0,0,0,0,0.675492829
3966,0,0.105763582,0.088239341,0,0,0,0,0.67569129
3967,0,0.104715695,0.089466887,0,0,0,0,0.675889751
3968,0,0.103665908,0.090696061,0,0,0,0,0.676088213
3969,0,0.102614158,0.091926797,0,0,0,0,0.676286676
3970,0,0.101560392,0.093159029,0,0,0,0,0.67648514
3971,0,0.100514436,0.094401967,0,0,0,0,0.676683605
3972,0,0.099466175,0.095646525,0,0,0,0,0.67688207
3973,0,0.098415581,0.096892649,0,0,0,0,0.677080536
3974,0,0.097362632,0.098140288,0,0,0,0,0.677279003
3975,0,0.09632288,0.099389397,0,0,0,0,0.67747747
3976,0,0.095280779,0.100639933,0,0,0,0,0.677675939
3977,0,0.094220843,0.101891976,0,0,0,0,0.677874408
3978,0,0.093158672,0.103145531,0,0,0,0,0.678072877
3979,0,0.092094307,0.104400618,0,0,0,0,0.678271348
3980,0,0.091027794,0.105657261,0,0,0,0,0.678469819
3981,0,0.089955126,0.106926315,0,0,0,0,0.678668291
3982,0,0.088880517,0.108196924,0,0,0,0,0.678866764
3983,0,0.08780403,0.10945348,0,0,0,0,0.679065237
3984,0,0.086725731,0.110711698,0,0,0,0,0.679263712
3985,0,0.085661381,0.111971662,0,0,0,0,0.679462187
3986,0,0.084618685,0.113264654,0,0,0,0,0.679847845
3987,0,0.083557865,0.114559955,0,0,0,0,0.680233511
3988,0,0.082494628,0.115857584,0,0,0,0,0.680619183
3989,0,0.081428996,0.117157563,0,0,0,0,0.681004862
3990,0,0.08036099,0.118459921,0,0,0,0,0.681390549
3991,0,0.079268055,0.119730587,0,0,0,0,0.681589044
3992,0,0.078173431,0.121002995,0,0,0,0,0.681787539
3993,0,0.077077143,0.12227719,0,0,0,0,0.681986036
3994,0,0.07597922,0.123553219,0,0,0,0,0.682184533
3995,0,0.074895516,0.124831136,0,0,0,0,0.682383031
3996,0,0.073810257,0.126111001,0,0,0,0,0.682581529
3997,0,0.072707496,0.127392664,0,0,0,0,0.682780029
3998,0,0.071603061,0.128676125,0,0,0,0,0.682978529
3999,0,0.070496948,0.12997726,0,0,0,0,0.683177029
4000,0,0.069389158,0.13128022,0,0,0,0,0.683375531
4001,0,0.068277478,0.132564817,0,0,0,0,0.683574033
4002,0,0.06716419,0.133851136,0,0,0,0,0.683772536
4003,0,0.066049293,0.135139178,0,0,0,0,0.68397104
4004,0,0.064932786,0.136428945,0,0,0,0,0.684169544
4005,0,0.063830609,0.137720438,0,0,0,0,0.684368049
4006,0,0.062726842,0.139013658,0,0,0,0,0.684566555
4007,0,0.06160552,0.140308607,0,0,0,0,0.684765062
4008,0,0.060482583,0.141605286,0,0,0,0,0.684963569
4009,0,0.059358029,0.142903695,0,0,0,0,0.685162077
4010,0,0.058231858,0.144203837,0,0,0,0,0.685360586
4011,0,0.057121907,0.145551168,0,0,0,0,0.685746355
4012,0,0.056009624,0.146901029,0,0,0,0,0.686132132
4013,0,0.054895006,0.148253422,0,0,0,0,0.686517915
4014,0,0.05377805,0.14960835,0,0,0,0,0.686903705
4015,0,0.052674833,0.150981895,0,0,0,0,0.687289502
4016,0,0.051555264,0.152316519,0,0,0,0,0.687488031
4017,0,0.050417898,0.15363691,0,0,0,0,0.68768656
4018,0,0.049278814,0.154959147,0,0,0,0,0.687885089
4019,0,0.04813801,0.156283233,0,0,0,0,0.68808362
4020,0,0.046995484,0.157609168,0,0,0,0,0.688282151
4021,0,0.045844338,0.158913044,0,0,0,0,0.688480683
4022,0,0.044691814,0.160218377,0,0,0,0,0.688679216
4023,0,0.043537912,0.16152517,0,0,0,0,0.688877749
4024,0,0.042382631,0.162833423,0,0,0,0,0.689076283
4025,0,0.041242157,0.164143136,0,0,0,0,0.689274818
4026,0,0.04010032,0.16545431,0,0,0,0,0.689473354
4027,0,0.038940916,0.166766946,0,0,0,0,0.68967189
4028,0,0.037780131,0.168081045,0,0,0,0,0.689870427
4029,0,0.036617962,0.169396608,0,0,0,0,0.690068964
4030,0,0.03545441,0.170713635,0,0,0,0,0.690267503
4031,0,0.034293391,0.172068025,0,0,0,0,0.690466042
4032,0,0.033130721,0.173424206,0,0,0,0,0.690664581
4033,0,0.031966399,0.174765913,0,0,0,0,0.690863122
4034,0,0.030800422,0.176109392,0,0,0,0,0.691061663
4035,0,0.029942315,0.177454644,0,0,0,0,0.691260205
